mobility_key,province,subregion,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential
371,Ontario,Regional Municipality of Halton,-53.0,-7.0,37.0,-66.0,-17.0,14.0
372,Ontario,Regional Municipality of Peel,-21.0,-2.0,39.0,-58.0,-39.0,14.0
373,Ontario,Regional Municipality of Peel,-22.0,-5.0,14.0,-61.0,-40.0,15.0
374,Ontario,Regional Municipality of Peel,-19.0,2.0,24.0,-57.0,-39.0,14.0
375,Ontario,Regional Municipality of Peel,-18.0,3.0,46.0,-55.0,-39.0,13.0
376,Ontario,Regional Municipality of Peel,-24.0,-1.0,70.0,-53.0,-5.0,5.0
377,Ontario,Regional Municipality of Peel,-22.0,0.0,51.0,-60.0,-11.0,3.0
378,Ontario,Regional Municipality of Peel,-57.0,-47.0,65.0,-74.0,-82.0,27.0
379,Ontario,Regional Municipality of Peel,-24.0,1.0,46.0,-57.0,-40.0,14.0
380,Ontario,Regional Municipality of Peel,-25.0,-5.0,35.0,-59.0,-40.0,15.0
381,Ontario,Regional Municipality of Peel,-27.0,-8.0,-20.0,-60.0,-40.0,16.0
382,Ontario,Regional Municipality of Peel,-24.0,-6.0,28.0,-57.0,-38.0,15.0
383,Ontario,Regional Municipality of Peel,-23.0,-4.0,75.0,-53.0,-2.0,6.0
384,Ontario,Regional Municipality of Peel,-26.0,-9.0,27.0,-59.0,-9.0,6.0
385,Ontario,Regional Municipality of Peel,-28.0,-12.0,-12.0,-61.0,-42.0,16.0
386,Ontario,Regional Municipality of Peel,-25.0,-3.0,15.0,-59.0,-39.0,15.0
387,Ontario,Regional Municipality of Peel,-26.0,-6.0,11.0,-61.0,-40.0,16.0
388,Ontario,Regional Municipality of Peel,-25.0,-3.0,4.0,-58.0,-39.0,16.0
389,Ontario,Regional Municipality of Peel,-26.0,-9.0,60.0,-56.0,-38.0,15.0
390,Ontario,Regional Municipality of Peel,-24.0,-4.0,30.0,-54.0,-3.0,7.0
391,Ontario,Regional Municipality of Peel,-24.0,-8.0,20.0,-58.0,-9.0,5.0
392,Ontario,Regional Municipality of Peel,-27.0,-10.0,2.0,-60.0,-41.0,16.0
393,Ontario,Regional Municipality of Peel,-29.0,-9.0,-16.0,-60.0,-39.0,15.0
394,Ontario,Regional Municipality of Peel,-24.0,-4.0,21.0,-58.0,-39.0,15.0
395,Ontario,Regional Municipality of Peel,-24.0,-3.0,-10.0,-59.0,-39.0,15.0
396,Ontario,Regional Municipality of Peel,-25.0,-7.0,-11.0,-57.0,-38.0,15.0
397,Ontario,Regional Municipality of Peel,-22.0,-2.0,23.0,-52.0,-2.0,6.0
398,Ontario,Regional Municipality of Peel,-27.0,-9.0,-26.0,-59.0,-11.0,6.0
399,Ontario,Regional Municipality of Peel,-28.0,-11.0,-21.0,-60.0,-41.0,16.0
400,Ontario,Regional Municipality of Peel,-27.0,-6.0,-13.0,-60.0,-39.0,16.0
401,Ontario,Regional Municipality of Peel,-26.0,-8.0,31.0,-59.0,-39.0,15.0
402,Ontario,Regional Municipality of Peel,-25.0,-6.0,18.0,-58.0,-38.0,15.0
403,Ontario,Regional Municipality of Peel,-25.0,-9.0,39.0,-57.0,-38.0,15.0
404,Ontario,Regional Municipality of Peel,-20.0,-5.0,86.0,-51.0,-1.0,5.0
405,Ontario,Regional Municipality of Peel,-19.0,-8.0,97.0,-56.0,-6.0,4.0
406,Ontario,Regional Municipality of Peel,-26.0,-11.0,33.0,-60.0,-40.0,15.0
407,Ontario,Regional Municipality of Peel,-24.0,-4.0,46.0,-58.0,-38.0,15.0
408,Ontario,Regional Municipality of Peel,-23.0,-3.0,16.0,-61.0,-41.0,16.0
409,Ontario,Regional Municipality of Peel,-23.0,-1.0,8.0,-60.0,-39.0,16.0
410,Ontario,Regional Municipality of Peel,-23.0,-5.0,-9.0,-60.0,-40.0,17.0
411,Ontario,Regional Municipality of Peel,-23.0,-1.0,22.0,-54.0,-7.0,8.0
412,Ontario,Regional Municipality of Peel,-34.0,-21.0,-40.0,-65.0,-14.0,8.0
413,Ontario,Regional Municipality of Peel,-29.0,-13.0,-20.0,-63.0,-43.0,17.0
414,Ontario,Regional Municipality of Peel,-30.0,-11.0,-25.0,-62.0,-40.0,17.0
415,Ontario,Regional Municipality of Peel,-28.0,-11.0,-22.0,-64.0,-40.0,17.0
416,Ontario,Regional Municipality of Peel,-24.0,-5.0,-8.0,-61.0,-40.0,16.0
417,Ontario,Regional Municipality of Peel,-23.0,-5.0,22.0,-59.0,-39.0,16.0
418,Ontario,Regional Municipality of Peel,-20.0,0.0,0.0,-55.0,-2.0,7.0
419,Ontario,Regional Municipality of Peel,-35.0,-26.0,-39.0,-64.0,-13.0,8.0
420,Ontario,Regional Municipality of Peel,-40.0,-21.0,-29.0,-66.0,-44.0,19.0
421,Ontario,Regional Municipality of Peel,-38.0,-15.0,-28.0,-65.0,-42.0,18.0
422,Ontario,Regional Municipality of Peel,-37.0,-18.0,-32.0,-66.0,-42.0,18.0
423,Ontario,Regional Municipality of Peel,-32.0,-8.0,-13.0,-64.0,-42.0,17.0
424,Ontario,Regional Municipality of Peel,-33.0,-14.0,-12.0,-62.0,-41.0,18.0
425,Ontario,Regional Municipality of Peel,-35.0,-13.0,13.0,-58.0,-8.0,9.0
426,Ontario,Regional Municipality of Peel,-36.0,-17.0,28.0,-63.0,-15.0,7.0
427,Ontario,Regional Municipality of Peel,-36.0,-19.0,-42.0,-66.0,-44.0,18.0
428,Ontario,Regional Municipality of Peel,-43.0,-24.0,-37.0,-65.0,-45.0,20.0
429,Ontario,Regional Municipality of Peel,-34.0,-11.0,-20.0,-64.0,-42.0,18.0
430,Ontario,Regional Municipality of Peel,-33.0,-7.0,-21.0,-63.0,-41.0,18.0
431,Ontario,Regional Municipality of Peel,-36.0,-17.0,-28.0,-63.0,-41.0,19.0
432,Ontario,Regional Municipality of Peel,-35.0,-12.0,-15.0,-58.0,-8.0,10.0
433,Ontario,Regional Municipality of Peel,-38.0,-17.0,-5.0,-64.0,-16.0,8.0
434,Ontario,Regional Municipality of Peel,-36.0,-17.0,-24.0,-65.0,-44.0,18.0
435,Ontario,Regional Municipality of Peel,-35.0,-12.0,-22.0,-64.0,-41.0,17.0
436,Ontario,Regional Municipality of Peel,-37.0,-14.0,-29.0,-65.0,-42.0,18.0
437,Ontario,Regional Municipality of Peel,-34.0,-8.0,-15.0,-64.0,-41.0,17.0
438,Ontario,Regional Municipality of Peel,-34.0,-13.0,-3.0,-63.0,-41.0,18.0
439,Ontario,Regional Municipality of Peel,-39.0,-16.0,-33.0,-61.0,-9.0,11.0
440,Ontario,Regional Municipality of Peel,-37.0,-14.0,-11.0,-64.0,-16.0,8.0
441,Ontario,Regional Municipality of Peel,-36.0,-15.0,-28.0,-66.0,-44.0,18.0
442,Ontario,Regional Municipality of Peel,-34.0,-8.0,-26.0,-64.0,-42.0,17.0
443,Ontario,Regional Municipality of Peel,-36.0,-14.0,-38.0,-67.0,-43.0,19.0
444,Ontario,Regional Municipality of Peel,-32.0,-4.0,-29.0,-63.0,-42.0,18.0
445,Ontario,Regional Municipality of Peel,-32.0,-9.0,-15.0,-62.0,-41.0,18.0
446,Ontario,Regional Municipality of Peel,-36.0,-10.0,-19.0,-56.0,-10.0,10.0
447,Ontario,Regional Municipality of Peel,-35.0,-12.0,-10.0,-61.0,-15.0,7.0
448,Ontario,Regional Municipality of Peel,-25.0,3.0,-9.0,-64.0,-49.0,18.0
449,Ontario,Regional Municipality of Peel,-22.0,16.0,-15.0,-63.0,-48.0,17.0
450,Ontario,Regional Municipality of Peel,-15.0,31.0,0.0,-63.0,-49.0,17.0
451,Ontario,Regional Municipality of Peel,-22.0,35.0,-18.0,-68.0,-64.0,23.0
452,Ontario,Regional Municipality of Peel,-80.0,-73.0,-19.0,-84.0,-88.0,35.0
453,Ontario,Regional Municipality of Peel,-59.0,-44.0,-18.0,-69.0,-44.0,16.0
454,Ontario,Regional Municipality of Peel,-47.0,-28.0,3.0,-66.0,-26.0,10.0
455,Ontario,Regional Municipality of Peel,-40.0,-12.0,-18.0,-74.0,-73.0,28.0
456,Ontario,Regional Municipality of Peel,-34.0,-1.0,-4.0,-68.0,-58.0,23.0
457,Ontario,Regional Municipality of Peel,-32.0,3.0,-33.0,-70.0,-59.0,24.0
458,Ontario,Regional Municipality of Peel,-22.0,26.0,5.0,-70.0,-65.0,24.0
459,Ontario,Regional Municipality of Peel,-74.0,-69.0,-21.0,-83.0,-87.0,36.0
460,Ontario,Regional Municipality of Peel,-48.0,-22.0,1.0,-62.0,-30.0,15.0
461,Ontario,Regional Municipality of Peel,-49.0,-28.0,-13.0,-64.0,-24.0,11.0
462,Ontario,Regional Municipality of Peel,-42.0,-17.0,-22.0,-66.0,-49.0,21.0
463,Ontario,Regional Municipality of Peel,-42.0,-15.0,-27.0,-66.0,-47.0,21.0
